county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
Placer County,2020-08-26T00:00:00,83.0,60.0,12.0,12.0,
Plumas County,2020-08-26T00:00:00,,,,,
Riverside County,2020-08-26T00:00:00,377.0,377.0,15.0,15.0,
Sacramento County,2020-08-26T00:00:00,525.0,503.0,63.0,63.0,
San Benito County,2020-08-26T00:00:00,,,,,
San BernardinoCounty,2020-08-26T00:00:00,427.0,427.0,20.0,,20.0
San Diego County,2020-08-26T00:00:00,1327.0,168.0,44.0,44.0,
San Francisco,2020-08-26T00:00:00,2613.0,1922.0,91.0,91.0,
San Joaquin County,2020-08-26T00:00:00,73.0,68.0,,,
San Luis Obispo County,2020-08-26T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-08-26T00:00:00,163.0,163.0,,,
Santa Barbara County,2020-08-26T00:00:00,114.0,72.0,,,
Santa Clara County,2020-08-26T00:00:00,674.0,456.0,105.0,12.0,
Santa Cruz County,2020-08-26T00:00:00,242.0,172.0,35.0,,12.0
Shasta County,2020-08-26T00:00:00,76.0,74.0,,,
Sierra County,2020-08-26T00:00:00,,,,,
Siskiyou County,2020-08-26T00:00:00,,,,,
Solano County,2020-08-26T00:00:00,128.0,111.0,,,
Sonoma County,2020-08-26T00:00:00,77.0,77.0,24.0,24.0,
Stanislaus County,2020-08-26T00:00:00,124.0,92.0,,,
Sutter County,2020-08-26T00:00:00,18.0,18.0,,,
Tehama County,2020-08-26T00:00:00,,,,,
Trinity County,2020-08-26T00:00:00,,,,,
Tulare County,2020-08-26T00:00:00,108.0,63.0,,,
Tuolumne County,2020-08-26T00:00:00,21.0,21.0,,,
Ventura County,2020-08-26T00:00:00,341.0,157.0,,,
Yolo County,2020-08-26T00:00:00,167.0,105.0,,,
Yuba County,2020-08-26T00:00:00,,,,,
Wilton Rancheria Tribe,2020-08-26T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-08-26T00:00:00,,,,,
Alameda County,2020-08-27T00:00:00,973.0,678.0,91.0,91.0,
Alpine County,2020-08-27T00:00:00,,,,,
Amador County,2020-08-27T00:00:00,,,,,
Butte County,2020-08-27T00:00:00,124.0,124.0,,,
Calaveras County,2020-08-27T00:00:00,29.0,14.0,,,
Colusa County,2020-08-27T00:00:00,,,,,
Contra Costa County,2020-08-27T00:00:00,599.0,486.0,,,
Del Norte County,2020-08-27T00:00:00,28.0,28.0,,,
El Dorado County,2020-08-27T00:00:00,46.0,39.0,,,
Fresno County,2020-08-27T00:00:00,357.0,353.0,28.0,28.0,
Glenn County,2020-08-27T00:00:00,,,,,
Humboldt County,2020-08-27T00:00:00,74.0,45.0,15.0,,
Imperial County,2020-08-27T00:00:00,126.0,119.0,80.0,79.0,
Inyo County,2020-08-27T00:00:00,,,,,
Kern County,2020-08-27T00:00:00,,,15.0,15.0,
Kings County,2020-08-27T00:00:00,44.0,44.0,,,
Lake County,2020-08-27T00:00:00,,,,,
Lassen County,2020-08-27T00:00:00,,,,,
Los Angeles County,2020-08-27T00:00:00,4633.0,3912.0,651.0,651.0,
Madera County ,2020-08-27T00:00:00,17.0,,,,
Marin County ,2020-08-27T00:00:00,165.0,88.0,44.0,,
Mariposa County,2020-08-27T00:00:00,,,,,
Mendocino County,2020-08-27T00:00:00,102.0,12.0,,,
Merced County,2020-08-27T00:00:00,75.0,26.0,,,
Modoc County,2020-08-27T00:00:00,,,,,
Mono County,2020-08-27T00:00:00,,,,,
Monterey County,2020-08-27T00:00:00,115.0,77.0,108.0,15.0,
Napa County ,2020-08-27T00:00:00,111.0,99.0,18.0,12.0,
Nevada County ,2020-08-27T00:00:00,56.0,,,,
Orange County,2020-08-27T00:00:00,692.0,562.0,78.0,78.0,
Placer County,2020-08-27T00:00:00,83.0,60.0,12.0,12.0,
Plumas County,2020-08-27T00:00:00,,,,,
Riverside County,2020-08-27T00:00:00,377.0,377.0,15.0,15.0,
Sacramento County,2020-08-27T00:00:00,525.0,503.0,63.0,63.0,
San Benito County,2020-08-27T00:00:00,,,,,
San BernardinoCounty,2020-08-27T00:00:00,427.0,427.0,20.0,,20.0
San Diego County,2020-08-27T00:00:00,1327.0,163.0,44.0,44.0,
San Francisco,2020-08-27T00:00:00,2613.0,1935.0,91.0,91.0,
San Joaquin County,2020-08-27T00:00:00,73.0,67.0,,,
San Luis Obispo County,2020-08-27T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-08-27T00:00:00,164.0,164.0,,,
Santa Barbara County,2020-08-27T00:00:00,114.0,79.0,,,
Santa Clara County,2020-08-27T00:00:00,837.0,638.0,105.0,12.0,
Santa Cruz County,2020-08-27T00:00:00,242.0,174.0,35.0,,12.0
Shasta County,2020-08-27T00:00:00,74.0,73.0,,,
Sierra County,2020-08-27T00:00:00,,,,,
Siskiyou County,2020-08-27T00:00:00,,,,,
Solano County,2020-08-27T00:00:00,128.0,110.0,,,
Sonoma County,2020-08-27T00:00:00,77.0,77.0,24.0,24.0,
Stanislaus County,2020-08-27T00:00:00,124.0,94.0,,,
Sutter County,2020-08-27T00:00:00,18.0,18.0,,,
Tehama County,2020-08-27T00:00:00,,,,,
Trinity County,2020-08-27T00:00:00,,,,,
Tulare County,2020-08-27T00:00:00,108.0,63.0,,,
Tuolumne County,2020-08-27T00:00:00,21.0,21.0,,,
Ventura County,2020-08-27T00:00:00,341.0,157.0,,,
Yolo County,2020-08-27T00:00:00,167.0,104.0,,,
Yuba County,2020-08-27T00:00:00,,,,,
Wilton Rancheria Tribe,2020-08-27T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-08-27T00:00:00,,,,,
Alameda County,2020-08-28T00:00:00,973.0,703.0,91.0,91.0,
Alpine County,2020-08-28T00:00:00,,,,,
Amador County,2020-08-28T00:00:00,,,,,
Butte County,2020-08-28T00:00:00,122.0,122.0,,,
Calaveras County,2020-08-28T00:00:00,29.0,14.0,,,
Colusa County,2020-08-28T00:00:00,,,,,
Contra Costa County,2020-08-28T00:00:00,550.0,484.0,,,
Del Norte County,2020-08-28T00:00:00,28.0,28.0,,,
El Dorado County,2020-08-28T00:00:00,46.0,39.0,,,
Fresno County,2020-08-28T00:00:00,357.0,353.0,28.0,28.0,
Glenn County,2020-08-28T00:00:00,,,,,
Humboldt County,2020-08-28T00:00:00,74.0,45.0,15.0,,
Imperial County,2020-08-28T00:00:00,126.0,119.0,80.0,79.0,
Inyo County,2020-08-28T00:00:00,,,,,
Kern County,2020-08-28T00:00:00,,,15.0,15.0,
Kings County,2020-08-28T00:00:00,44.0,44.0,,,
Lake County,2020-08-28T00:00:00,,,,,
Lassen County,2020-08-28T00:00:00,,,,,
Los Angeles County,2020-08-28T00:00:00,4633.0,3914.0,651.0,651.0,
Madera County ,2020-08-28T00:00:00,17.0,,,,
Marin County ,2020-08-28T00:00:00,165.0,87.0,44.0,,
Mariposa County,2020-08-28T00:00:00,,,,,
Mendocino County,2020-08-28T00:00:00,102.0,11.0,,,
Merced County,2020-08-28T00:00:00,75.0,26.0,,,
Modoc County,2020-08-28T00:00:00,,,,,
Mono County,2020-08-28T00:00:00,,,,,
Monterey County,2020-08-28T00:00:00,115.0,77.0,108.0,15.0,
Napa County ,2020-08-28T00:00:00,111.0,99.0,18.0,12.0,
Nevada County ,2020-08-28T00:00:00,56.0,,,,
Orange County,2020-08-28T00:00:00,692.0,551.0,78.0,78.0,
Placer County,2020-08-28T00:00:00,83.0,60.0,12.0,12.0,
Plumas County,2020-08-28T00:00:00,,,,,
Riverside County,2020-08-28T00:00:00,376.0,376.0,15.0,15.0,
Sacramento County,2020-08-28T00:00:00,525.0,503.0,63.0,63.0,
San Benito County,2020-08-28T00:00:00,,,,,
San BernardinoCounty,2020-08-28T00:00:00,427.0,427.0,20.0,,20.0
San Diego County,2020-08-28T00:00:00,1327.0,161.0,44.0,44.0,
San Francisco,2020-08-28T00:00:00,2613.0,1934.0,91.0,91.0,
San Joaquin County,2020-08-28T00:00:00,73.0,68.0,,,
San Luis Obispo County,2020-08-28T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-08-28T00:00:00,165.0,165.0,,,
Santa Barbara County,2020-08-28T00:00:00,114.0,78.0,,,
Santa Clara County,2020-08-28T00:00:00,837.0,638.0,105.0,12.0,
Santa Cruz County,2020-08-28T00:00:00,242.0,176.0,35.0,,12.0
Shasta County,2020-08-28T00:00:00,74.0,73.0,,,
Sierra County,2020-08-28T00:00:00,,,,,
Siskiyou County,2020-08-28T00:00:00,,,,,
Solano County,2020-08-28T00:00:00,128.0,112.0,,,
Sonoma County,2020-08-28T00:00:00,94.0,78.0,24.0,24.0,
Stanislaus County,2020-08-28T00:00:00,122.0,91.0,,,
Sutter County,2020-08-28T00:00:00,18.0,18.0,,,
Tehama County,2020-08-28T00:00:00,,,,,
Trinity County,2020-08-28T00:00:00,,,,,
Tulare County,2020-08-28T00:00:00,108.0,62.0,,,
Tuolumne County,2020-08-28T00:00:00,21.0,21.0,,,
Ventura County,2020-08-28T00:00:00,341.0,157.0,,,
Yolo County,2020-08-28T00:00:00,167.0,105.0,,,
Yuba County,2020-08-28T00:00:00,,,,,
Wilton Rancheria Tribe,2020-08-28T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-08-28T00:00:00,,,,,
Alameda County,2020-08-31T00:00:00,973.0,710.0,91.0,91.0,
Alpine County,2020-08-31T00:00:00,,,,,
Amador County,2020-08-31T00:00:00,,,,,
Butte County,2020-08-31T00:00:00,120.0,120.0,,,
Calaveras County,2020-08-31T00:00:00,29.0,14.0,,,
Colusa County,2020-08-31T00:00:00,,,,,
Contra Costa County,2020-08-31T00:00:00,550.0,483.0,,,
Del Norte County,2020-08-31T00:00:00,28.0,28.0,,,
El Dorado County,2020-08-31T00:00:00,46.0,39.0,,,
Fresno County,2020-08-31T00:00:00,357.0,353.0,28.0,28.0,
Glenn County,2020-08-31T00:00:00,,,,,
Humboldt County,2020-08-31T00:00:00,74.0,45.0,15.0,,
Imperial County,2020-08-31T00:00:00,126.0,119.0,80.0,79.0,
Inyo County,2020-08-31T00:00:00,,,,,
Kern County,2020-08-31T00:00:00,,,15.0,15.0,
Kings County,2020-08-31T00:00:00,64.0,58.0,,,
Lake County,2020-08-31T00:00:00,,,,,
Lassen County,2020-08-31T00:00:00,,,,,
Los Angeles County,2020-08-31T00:00:00,4633.0,3882.0,651.0,651.0,
Madera County ,2020-08-31T00:00:00,17.0,,,,
Marin County ,2020-08-31T00:00:00,165.0,87.0,44.0,,
Mariposa County,2020-08-31T00:00:00,,,,,
Mendocino County,2020-08-31T00:00:00,102.0,11.0,,,
Merced County,2020-08-31T00:00:00,75.0,26.0,,,
Modoc County,2020-08-31T00:00:00,,,,,
Mono County,2020-08-31T00:00:00,,,,,
Monterey County,2020-08-31T00:00:00,115.0,75.0,108.0,15.0,
Napa County ,2020-08-31T00:00:00,111.0,99.0,18.0,12.0,
Nevada County ,2020-08-31T00:00:00,56.0,,,,
Orange County,2020-08-31T00:00:00,692.0,551.0,78.0,78.0,
Placer County,2020-08-31T00:00:00,83.0,62.0,12.0,12.0,
Plumas County,2020-08-31T00:00:00,,,,,
Riverside County,2020-08-31T00:00:00,375.0,375.0,15.0,15.0,
Sacramento County,2020-08-31T00:00:00,525.0,503.0,63.0,63.0,
San Benito County,2020-08-31T00:00:00,,,,,
San BernardinoCounty,2020-08-31T00:00:00,427.0,427.0,20.0,,20.0
San Diego County,2020-08-31T00:00:00,1327.0,154.0,44.0,44.0,
San Francisco,2020-08-31T00:00:00,2613.0,1944.0,91.0,91.0,
San Joaquin County,2020-08-31T00:00:00,73.0,68.0,,,
San Luis Obispo County,2020-08-31T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-08-31T00:00:00,165.0,165.0,,,
Santa Barbara County,2020-08-31T00:00:00,114.0,78.0,,,
Santa Clara County,2020-08-31T00:00:00,837.0,628.0,105.0,12.0,
Santa Cruz County,2020-08-31T00:00:00,242.0,172.0,35.0,,12.0
Shasta County,2020-08-31T00:00:00,75.0,72.0,,,
Sierra County,2020-08-31T00:00:00,,,,,
Siskiyou County,2020-08-31T00:00:00,,,,,
Solano County,2020-08-31T00:00:00,128.0,112.0,,,
Sonoma County,2020-08-31T00:00:00,94.0,78.0,24.0,24.0,
Stanislaus County,2020-08-31T00:00:00,122.0,91.0,,,
Sutter County,2020-08-31T00:00:00,18.0,18.0,,,
Tehama County,2020-08-31T00:00:00,,,,,
Trinity County,2020-08-31T00:00:00,,,,,
Tulare County,2020-08-31T00:00:00,108.0,61.0,,,
Tuolumne County,2020-08-31T00:00:00,21.0,21.0,,,
Ventura County,2020-08-31T00:00:00,341.0,157.0,,,
Yolo County,2020-08-31T00:00:00,167.0,105.0,,,
Yuba County,2020-08-31T00:00:00,,,,,
Wilton Rancheria Tribe,2020-08-31T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-08-31T00:00:00,,,,,
Alameda County,2020-09-01T00:00:00,973.0,714.0,91.0,91.0,
Alpine County,2020-09-01T00:00:00,,,,,
Amador County,2020-09-01T00:00:00,,,,,
Butte County,2020-09-01T00:00:00,119.0,119.0,,,
Calaveras County,2020-09-01T00:00:00,29.0,14.0,,,
Colusa County,2020-09-01T00:00:00,,,,,
Contra Costa County,2020-09-01T00:00:00,550.0,480.0,,,
Del Norte County,2020-09-01T00:00:00,28.0,28.0,,,
El Dorado County,2020-09-01T00:00:00,46.0,39.0,,,
Fresno County,2020-09-01T00:00:00,357.0,353.0,28.0,28.0,
Glenn County,2020-09-01T00:00:00,,,,,
Humboldt County,2020-09-01T00:00:00,74.0,45.0,15.0,,
Imperial County,2020-09-01T00:00:00,126.0,119.0,80.0,79.0,
Inyo County,2020-09-01T00:00:00,,,,,
Kern County,2020-09-01T00:00:00,,,15.0,15.0,
Kings County,2020-09-01T00:00:00,64.0,58.0,,,
Lake County,2020-09-01T00:00:00,,,,,
Lassen County,2020-09-01T00:00:00,,,,,
Los Angeles County,2020-09-01T00:00:00,4633.0,3888.0,651.0,651.0,
Madera County ,2020-09-01T00:00:00,17.0,,,,
Marin County ,2020-09-01T00:00:00,165.0,86.0,44.0,,
Mariposa County,2020-09-01T00:00:00,,,,,
Mendocino County,2020-09-01T00:00:00,98.0,,,,
Merced County,2020-09-01T00:00:00,75.0,24.0,,,
Modoc County,2020-09-01T00:00:00,,,,,
Mono County,2020-09-01T00:00:00,,,,,
Monterey County,2020-09-01T00:00:00,115.0,75.0,108.0,15.0,
Napa County ,2020-09-01T00:00:00,111.0,99.0,18.0,12.0,
Nevada County ,2020-09-01T00:00:00,56.0,,,,
Orange County,2020-09-01T00:00:00,692.0,564.0,78.0,78.0,
Placer County,2020-09-01T00:00:00,83.0,64.0,12.0,12.0,
Plumas County,2020-09-01T00:00:00,,,,,
Riverside County,2020-09-01T00:00:00,369.0,369.0,15.0,15.0,
Sacramento County,2020-09-01T00:00:00,525.0,503.0,63.0,63.0,
San Benito County,2020-09-01T00:00:00,,,,,
San BernardinoCounty,2020-09-01T00:00:00,427.0,427.0,20.0,,20.0
San Diego County,2020-09-01T00:00:00,1327.0,154.0,44.0,44.0,
San Francisco,2020-09-01T00:00:00,2613.0,1932.0,91.0,91.0,
San Joaquin County,2020-09-01T00:00:00,73.0,68.0,,,
San Luis Obispo County,2020-09-01T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-09-01T00:00:00,167.0,167.0,,,
Santa Barbara County,2020-09-01T00:00:00,114.0,75.0,,,
Santa Clara County,2020-09-01T00:00:00,837.0,628.0,105.0,12.0,
Santa Cruz County,2020-09-01T00:00:00,242.0,171.0,35.0,,12.0
Shasta County,2020-09-01T00:00:00,75.0,72.0,,,
Sierra County,2020-09-01T00:00:00,,,,,
Siskiyou County,2020-09-01T00:00:00,,,,,
Solano County,2020-09-01T00:00:00,127.0,112.0,,,
Sonoma County,2020-09-01T00:00:00,94.0,78.0,24.0,24.0,
Stanislaus County,2020-09-01T00:00:00,123.0,90.0,,,
Sutter County,2020-09-01T00:00:00,18.0,18.0,,,
Tehama County,2020-09-01T00:00:00,,,,,
Trinity County,2020-09-01T00:00:00,,,,,
Tulare County,2020-09-01T00:00:00,108.0,59.0,,,
Tuolumne County,2020-09-01T00:00:00,21.0,21.0,,,
Ventura County,2020-09-01T00:00:00,341.0,144.0,,,
Yolo County,2020-09-01T00:00:00,167.0,104.0,,,
Yuba County,2020-09-01T00:00:00,,,,,
Wilton Rancheria Tribe,2020-09-01T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-09-01T00:00:00,,,,,
Alameda County,2020-09-02T00:00:00,973.0,724.0,91.0,91.0,
Alpine County,2020-09-02T00:00:00,,,,,
Amador County,2020-09-02T00:00:00,,,,,
Butte County,2020-09-02T00:00:00,119.0,119.0,,,
Calaveras County,2020-09-02T00:00:00,29.0,14.0,,,
Colusa County,2020-09-02T00:00:00,,,,,
Contra Costa County,2020-09-02T00:00:00,550.0,485.0,,,
Del Norte County,2020-09-02T00:00:00,29.0,28.0,,,
El Dorado County,2020-09-02T00:00:00,46.0,39.0,,,
Fresno County,2020-09-02T00:00:00,385.0,404.0,28.0,28.0,
Glenn County,2020-09-02T00:00:00,,,,,
Humboldt County,2020-09-02T00:00:00,74.0,45.0,15.0,,
Imperial County,2020-09-02T00:00:00,126.0,120.0,80.0,79.0,
Inyo County,2020-09-02T00:00:00,,,,,
Kern County,2020-09-02T00:00:00,,,15.0,15.0,
Kings County,2020-09-02T00:00:00,64.0,58.0,,,
Lake County,2020-09-02T00:00:00,,,,,
Lassen County,2020-09-02T00:00:00,,,,,
Los Angeles County,2020-09-02T00:00:00,4633.0,3876.0,651.0,651.0,
Madera County ,2020-09-02T00:00:00,17.0,,,,
Marin County ,2020-09-02T00:00:00,165.0,86.0,44.0,,
Mariposa County,2020-09-02T00:00:00,11.0,11.0,,,
Mendocino County,2020-09-02T00:00:00,98.0,,,,
Merced County,2020-09-02T00:00:00,75.0,18.0,,,
Modoc County,2020-09-02T00:00:00,,,,,
Mono County,2020-09-02T00:00:00,,,,,
Monterey County,2020-09-02T00:00:00,115.0,75.0,108.0,15.0,
Napa County ,2020-09-02T00:00:00,111.0,99.0,18.0,12.0,
Nevada County ,2020-09-02T00:00:00,56.0,,,,
Orange County,2020-09-02T00:00:00,692.0,565.0,78.0,78.0,
Placer County,2020-09-02T00:00:00,83.0,64.0,12.0,12.0,
Plumas County,2020-09-02T00:00:00,,,,,
Riverside County,2020-09-02T00:00:00,365.0,365.0,15.0,15.0,
Sacramento County,2020-09-02T00:00:00,525.0,503.0,63.0,63.0,
San Benito County,2020-09-02T00:00:00,,,,,
San BernardinoCounty,2020-09-02T00:00:00,427.0,427.0,20.0,,20.0
San Diego County,2020-09-02T00:00:00,1327.0,151.0,44.0,44.0,
San Francisco,2020-09-02T00:00:00,2613.0,1932.0,91.0,91.0,
San Joaquin County,2020-09-02T00:00:00,73.0,68.0,,,
San Luis Obispo County,2020-09-02T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-09-02T00:00:00,166.0,166.0,,,
Santa Barbara County,2020-09-02T00:00:00,114.0,74.0,,,
Santa Clara County,2020-09-02T00:00:00,837.0,633.0,105.0,12.0,
Santa Cruz County,2020-09-02T00:00:00,242.0,168.0,35.0,,12.0
Shasta County,2020-09-02T00:00:00,75.0,72.0,,,
Sierra County,2020-09-02T00:00:00,,,,,
Siskiyou County,2020-09-02T00:00:00,,,,,
Solano County,2020-09-02T00:00:00,127.0,112.0,,,
Sonoma County,2020-09-02T00:00:00,94.0,78.0,24.0,24.0,
Stanislaus County,2020-09-02T00:00:00,124.0,92.0,,,
Sutter County,2020-09-02T00:00:00,18.0,18.0,,,
Tehama County,2020-09-02T00:00:00,,,,,
Trinity County,2020-09-02T00:00:00,,,,,
Tulare County,2020-09-02T00:00:00,108.0,60.0,,,
Tuolumne County,2020-09-02T00:00:00,21.0,21.0,,,
Ventura County,2020-09-02T00:00:00,341.0,144.0,,,
Yolo County,2020-09-02T00:00:00,167.0,105.0,,,
Yuba County,2020-09-02T00:00:00,,,,,
Wilton Rancheria Tribe,2020-09-02T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-09-02T00:00:00,,,,,
Alameda County,2020-09-03T00:00:00,973.0,736.0,91.0,91.0,
Alpine County,2020-09-03T00:00:00,,,,,
Amador County,2020-09-03T00:00:00,,,,,
Butte County,2020-09-03T00:00:00,119.0,119.0,,,
Calaveras County,2020-09-03T00:00:00,29.0,14.0,,,
Colusa County,2020-09-03T00:00:00,,,,,
Contra Costa County,2020-09-03T00:00:00,550.0,481.0,,,
Del Norte County,2020-09-03T00:00:00,29.0,28.0,,,
El Dorado County,2020-09-03T00:00:00,46.0,42.0,,,
Fresno County,2020-09-03T00:00:00,385.0,404.0,28.0,28.0,
Glenn County,2020-09-03T00:00:00,,,,,
Humboldt County,2020-09-03T00:00:00,74.0,45.0,15.0,,
Imperial County,2020-09-03T00:00:00,126.0,120.0,80.0,79.0,
Inyo County,2020-09-03T00:00:00,,,,,
Kern County,2020-09-03T00:00:00,,,15.0,15.0,
Kings County,2020-09-03T00:00:00,64.0,58.0,,,
Lake County,2020-09-03T00:00:00,,,,,
Lassen County,2020-09-03T00:00:00,,,,,
Los Angeles County,2020-09-03T00:00:00,4633.0,3884.0,651.0,651.0,
Madera County ,2020-09-03T00:00:00,19.0,,,,
Marin County ,2020-09-03T00:00:00,165.0,85.0,44.0,,
Mariposa County,2020-09-03T00:00:00,,,,,
Mendocino County,2020-09-03T00:00:00,98.0,,,,
Merced County,2020-09-03T00:00:00,75.0,19.0,,,
Modoc County,2020-09-03T00:00:00,,,,,
Mono County,2020-09-03T00:00:00,,,,,
Monterey County,2020-09-03T00:00:00,115.0,73.0,108.0,15.0,
Napa County ,2020-09-03T00:00:00,111.0,99.0,18.0,12.0,
Nevada County ,2020-09-03T00:00:00,56.0,,,,
Orange County,2020-09-03T00:00:00,692.0,561.0,78.0,78.0,
Placer County,2020-09-03T00:00:00,83.0,64.0,12.0,12.0,
Plumas County,2020-09-03T00:00:00,,,,,
Riverside County,2020-09-03T00:00:00,367.0,367.0,15.0,15.0,
Sacramento County,2020-09-03T00:00:00,525.0,503.0,63.0,63.0,
San Benito County,2020-09-03T00:00:00,,,,,
San BernardinoCounty,2020-09-03T00:00:00,427.0,427.0,20.0,,20.0
San Diego County,2020-09-03T00:00:00,1327.0,149.0,44.0,44.0,
San Francisco,2020-09-03T00:00:00,2613.0,1929.0,91.0,91.0,
San Joaquin County,2020-09-03T00:00:00,73.0,69.0,,,
San Luis Obispo County,2020-09-03T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-09-03T00:00:00,166.0,166.0,,,
Santa Barbara County,2020-09-03T00:00:00,114.0,75.0,,,
Santa Clara County,2020-09-03T00:00:00,837.0,637.0,105.0,12.0,
Santa Cruz County,2020-09-03T00:00:00,242.0,168.0,35.0,,12.0
Shasta County,2020-09-03T00:00:00,75.0,72.0,,,
Sierra County,2020-09-03T00:00:00,,,,,
Siskiyou County,2020-09-03T00:00:00,,,,,
Solano County,2020-09-03T00:00:00,127.0,112.0,,,
Sonoma County,2020-09-03T00:00:00,94.0,78.0,24.0,24.0,
Stanislaus County,2020-09-03T00:00:00,123.0,91.0,,,
Sutter County,2020-09-03T00:00:00,18.0,18.0,,,
Tehama County,2020-09-03T00:00:00,,,,,
Trinity County,2020-09-03T00:00:00,,,,,
Tulare County,2020-09-03T00:00:00,108.0,60.0,,,
Tuolumne County,2020-09-03T00:00:00,21.0,21.0,,,
Ventura County,2020-09-03T00:00:00,341.0,144.0,,,
Yolo County,2020-09-03T00:00:00,167.0,103.0,,,
Yuba County,2020-09-03T00:00:00,,,,,
Wilton Rancheria Tribe,2020-09-03T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-09-03T00:00:00,,,,,
Alameda County,2020-09-04T00:00:00,973.0,738.0,91.0,91.0,
Alpine County,2020-09-04T00:00:00,,,,,
Amador County,2020-09-04T00:00:00,,,,,
Butte County,2020-09-04T00:00:00,119.0,119.0,,,
Calaveras County,2020-09-04T00:00:00,29.0,14.0,,,
Colusa County,2020-09-04T00:00:00,,,,,
Contra Costa County,2020-09-04T00:00:00,550.0,481.0,,,
Del Norte County,2020-09-04T00:00:00,29.0,28.0,,,
El Dorado County,2020-09-04T00:00:00,46.0,42.0,,,
Fresno County,2020-09-04T00:00:00,385.0,404.0,28.0,28.0,
Glenn County,2020-09-04T00:00:00,,,,,
Humboldt County,2020-09-04T00:00:00,74.0,45.0,15.0,,
Imperial County,2020-09-04T00:00:00,126.0,120.0,80.0,79.0,
Inyo County,2020-09-04T00:00:00,,,,,
Kern County,2020-09-04T00:00:00,,,15.0,15.0,
Kings County,2020-09-04T00:00:00,64.0,58.0,,,
Lake County,2020-09-04T00:00:00,,,,,
Lassen County,2020-09-04T00:00:00,,,,,
Los Angeles County,2020-09-04T00:00:00,4633.0,3886.0,651.0,651.0,
Madera County ,2020-09-04T00:00:00,19.0,,,,
Marin County ,2020-09-04T00:00:00,165.0,85.0,44.0,,
Mariposa County,2020-09-04T00:00:00,,,,,
Mendocino County,2020-09-04T00:00:00,98.0,,,,
Merced County,2020-09-04T00:00:00,75.0,19.0,,,
Modoc County,2020-09-04T00:00:00,,,,,
Mono County,2020-09-04T00:00:00,,,,,
Monterey County,2020-09-04T00:00:00,115.0,73.0,108.0,15.0,
Napa County ,2020-09-04T00:00:00,111.0,99.0,18.0,12.0,
Nevada County ,2020-09-04T00:00:00,56.0,,,,
Orange County,2020-09-04T00:00:00,692.0,559.0,78.0,78.0,
Placer County,2020-09-04T00:00:00,83.0,64.0,12.0,12.0,
Plumas County,2020-09-04T00:00:00,,,,,
Riverside County,2020-09-04T00:00:00,364.0,364.0,15.0,15.0,
Sacramento County,2020-09-04T00:00:00,525.0,503.0,63.0,63.0,
San Benito County,2020-09-04T00:00:00,,,,,
San BernardinoCounty,2020-09-04T00:00:00,427.0,427.0,20.0,,20.0
San Diego County,2020-09-04T00:00:00,1327.0,140.0,44.0,44.0,
San Francisco,2020-09-04T00:00:00,2613.0,1933.0,91.0,91.0,
San Joaquin County,2020-09-04T00:00:00,73.0,69.0,,,
San Luis Obispo County,2020-09-04T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-09-04T00:00:00,166.0,166.0,,,
Santa Barbara County,2020-09-04T00:00:00,114.0,73.0,,,
Santa Clara County,2020-09-04T00:00:00,837.0,631.0,105.0,12.0,
Santa Cruz County,2020-09-04T00:00:00,242.0,168.0,35.0,,12.0
Shasta County,2020-09-04T00:00:00,75.0,72.0,,,
Sierra County,2020-09-04T00:00:00,,,,,
Siskiyou County,2020-09-04T00:00:00,,,,,
Solano County,2020-09-04T00:00:00,127.0,112.0,,,
Sonoma County,2020-09-04T00:00:00,94.0,78.0,24.0,24.0,
Stanislaus County,2020-09-04T00:00:00,124.0,89.0,,,
Sutter County,2020-09-04T00:00:00,21.0,21.0,,,
Tehama County,2020-09-04T00:00:00,,,,,
Trinity County,2020-09-04T00:00:00,,,,,
Tulare County,2020-09-04T00:00:00,108.0,60.0,,,
Tuolumne County,2020-09-04T00:00:00,21.0,21.0,,,
Ventura County,2020-09-04T00:00:00,341.0,144.0,,,
Yolo County,2020-09-04T00:00:00,167.0,103.0,,,
Yuba County,2020-09-04T00:00:00,,,,,
Wilton Rancheria Tribe,2020-09-04T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-09-04T00:00:00,,,,,
Alameda County,2020-09-08T00:00:00,973.0,740.0,91.0,91.0,
Alpine County,2020-09-08T00:00:00,,,,,
Amador County,2020-09-08T00:00:00,,,,,
Butte County,2020-09-08T00:00:00,117.0,117.0,,,
Calaveras County,2020-09-08T00:00:00,29.0,14.0,,,
Colusa County,2020-09-08T00:00:00,,,,,
