county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
Mendocino County,2020-06-25T00:00:00,167.0,127.0,,,
Merced County,2020-06-25T00:00:00,112.0,74.0,,,
Modoc County,2020-06-25T00:00:00,,,,,
Mono County,2020-06-25T00:00:00,,,,,
Monterey County,2020-06-25T00:00:00,116.0,111.0,108.0,15.0,
Napa County ,2020-06-25T00:00:00,75.0,46.0,18.0,12.0,
Nevada County ,2020-06-25T00:00:00,70.0,,,,
Orange County,2020-06-25T00:00:00,666.0,504.0,78.0,78.0,
Placer County,2020-06-25T00:00:00,73.0,45.0,12.0,12.0,
Plumas County,2020-06-25T00:00:00,,,,,
Riverside County,2020-06-25T00:00:00,370.0,370.0,15.0,15.0,
Sacramento County,2020-06-25T00:00:00,525.0,482.0,63.0,63.0,
San Benito County,2020-06-25T00:00:00,97.0,81.0,,,
San BernardinoCounty,2020-06-25T00:00:00,50.0,37.0,20.0,,20.0
San Diego County,2020-06-25T00:00:00,1606.0,219.0,44.0,44.0,
San Francisco,2020-06-25T00:00:00,2412.0,1587.0,91.0,91.0,
San Joaquin County,2020-06-25T00:00:00,76.0,66.0,,,
San Luis Obispo County,2020-06-25T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-06-25T00:00:00,163.0,163.0,,,
Santa Barbara County,2020-06-25T00:00:00,126.0,113.0,,,
Santa Clara County,2020-06-25T00:00:00,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-06-25T00:00:00,149.0,134.0,35.0,,
Shasta County,2020-06-25T00:00:00,35.0,27.0,,,
Sierra County,2020-06-25T00:00:00,,,,,
Siskiyou County,2020-06-25T00:00:00,,,,,
Solano County,2020-06-25T00:00:00,209.0,145.0,,,
Sonoma County,2020-06-25T00:00:00,157.0,52.0,,,
Stanislaus County,2020-06-25T00:00:00,134.0,96.0,,,
Sutter County,2020-06-25T00:00:00,21.0,21.0,,,
Tehama County,2020-06-25T00:00:00,,,,,
Trinity County,2020-06-25T00:00:00,,,,,
Tulare County,2020-06-25T00:00:00,113.0,73.0,,,
Tuolumne County,2020-06-25T00:00:00,50.0,34.0,,,
Ventura County,2020-06-25T00:00:00,388.0,268.0,,,
Yolo County,2020-06-25T00:00:00,207.0,137.0,,,
Yuba County,2020-06-25T00:00:00,23.0,11.0,,,
Wilton Rancheria Tribe,2020-06-25T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-06-25T00:00:00,,,,,
Alameda County,2020-06-26T00:00:00,652.0,460.0,91.0,91.0,
Alpine County,2020-06-26T00:00:00,,,,,
Amador County,2020-06-26T00:00:00,,,,,
Butte County,2020-06-26T00:00:00,127.0,127.0,,,
Calaveras County,2020-06-26T00:00:00,30.0,26.0,,,
Colusa County,2020-06-26T00:00:00,,,,,
Contra Costa County,2020-06-26T00:00:00,566.0,449.0,,,
Del Norte County,2020-06-26T00:00:00,27.0,27.0,,,
El Dorado County,2020-06-26T00:00:00,46.0,40.0,,,
Fresno County,2020-06-26T00:00:00,305.0,250.0,28.0,28.0,
Glenn County,2020-06-26T00:00:00,,,,,
Humboldt County,2020-06-26T00:00:00,74.0,55.0,15.0,,
Imperial County,2020-06-26T00:00:00,126.0,119.0,37.0,,
Inyo County,2020-06-26T00:00:00,,,,,
Kern County,2020-06-26T00:00:00,22.0,22.0,15.0,15.0,
Kings County,2020-06-26T00:00:00,43.0,42.0,,,
Lake County,2020-06-26T00:00:00,15.0,,,,
Lassen County,2020-06-26T00:00:00,,,,,
Los Angeles County,2020-06-26T00:00:00,4320.0,3489.0,651.0,651.0,
Madera County ,2020-06-26T00:00:00,17.0,17.0,,,
Marin County ,2020-06-26T00:00:00,200.0,127.0,44.0,,
Mariposa County,2020-06-26T00:00:00,44.0,,,,
Mendocino County,2020-06-26T00:00:00,167.0,127.0,,,
Merced County,2020-06-26T00:00:00,112.0,74.0,,,
Modoc County,2020-06-26T00:00:00,,,,,
Mono County,2020-06-26T00:00:00,,,,,
Monterey County,2020-06-26T00:00:00,112.0,107.0,108.0,15.0,
Napa County ,2020-06-26T00:00:00,75.0,38.0,18.0,12.0,
Nevada County ,2020-06-26T00:00:00,70.0,,,,
Orange County,2020-06-26T00:00:00,666.0,507.0,78.0,78.0,
Placer County,2020-06-26T00:00:00,73.0,45.0,12.0,12.0,
Plumas County,2020-06-26T00:00:00,,,,,
Riverside County,2020-06-26T00:00:00,369.0,369.0,15.0,15.0,
Sacramento County,2020-06-26T00:00:00,525.0,501.0,63.0,63.0,
San Benito County,2020-06-26T00:00:00,97.0,75.0,,,
San BernardinoCounty,2020-06-26T00:00:00,50.0,37.0,20.0,,20.0
San Diego County,2020-06-26T00:00:00,1606.0,224.0,44.0,44.0,
San Francisco,2020-06-26T00:00:00,2412.0,1692.0,91.0,91.0,
San Joaquin County,2020-06-26T00:00:00,76.0,66.0,,,
San Luis Obispo County,2020-06-26T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-06-26T00:00:00,163.0,163.0,,,
Santa Barbara County,2020-06-26T00:00:00,128.0,115.0,,,
Santa Clara County,2020-06-26T00:00:00,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-06-26T00:00:00,149.0,134.0,35.0,,
Shasta County,2020-06-26T00:00:00,39.0,39.0,,,
Sierra County,2020-06-26T00:00:00,,,,,
Siskiyou County,2020-06-26T00:00:00,,,,,
Solano County,2020-06-26T00:00:00,209.0,145.0,,,
Sonoma County,2020-06-26T00:00:00,167.0,132.0,,,
Stanislaus County,2020-06-26T00:00:00,134.0,94.0,,,
Sutter County,2020-06-26T00:00:00,21.0,21.0,,,
Tehama County,2020-06-26T00:00:00,,,,,
Trinity County,2020-06-26T00:00:00,,,,,
Tulare County,2020-06-26T00:00:00,113.0,71.0,,,
Tuolumne County,2020-06-26T00:00:00,50.0,34.0,,,
Ventura County,2020-06-26T00:00:00,388.0,268.0,,,
Yolo County,2020-06-26T00:00:00,207.0,111.0,,,
Yuba County,2020-06-26T00:00:00,23.0,11.0,,,
Wilton Rancheria Tribe,2020-06-26T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-06-26T00:00:00,,,,,
Alameda County,2020-06-29T00:00:00,652.0,460.0,91.0,91.0,
Alpine County,2020-06-29T00:00:00,,,,,
Amador County,2020-06-29T00:00:00,,,,,
Butte County,2020-06-29T00:00:00,128.0,128.0,,,
Calaveras County,2020-06-29T00:00:00,30.0,26.0,,,
Colusa County,2020-06-29T00:00:00,,,,,
Contra Costa County,2020-06-29T00:00:00,566.0,445.0,,,
Del Norte County,2020-06-29T00:00:00,27.0,27.0,,,
El Dorado County,2020-06-29T00:00:00,46.0,40.0,,,
Fresno County,2020-06-29T00:00:00,305.0,250.0,28.0,28.0,
Glenn County,2020-06-29T00:00:00,,,,,
Humboldt County,2020-06-29T00:00:00,74.0,55.0,15.0,,
Imperial County,2020-06-29T00:00:00,126.0,119.0,37.0,,
Inyo County,2020-06-29T00:00:00,,,,,
Kern County,2020-06-29T00:00:00,24.0,24.0,15.0,15.0,
Kings County,2020-06-29T00:00:00,43.0,43.0,,,
Lake County,2020-06-29T00:00:00,15.0,,,,
Lassen County,2020-06-29T00:00:00,,,,,
Los Angeles County,2020-06-29T00:00:00,4320.0,3479.0,651.0,651.0,
Madera County ,2020-06-29T00:00:00,17.0,17.0,,,
Marin County ,2020-06-29T00:00:00,200.0,123.0,44.0,,
Mariposa County,2020-06-29T00:00:00,44.0,,,,
Mendocino County,2020-06-29T00:00:00,166.0,127.0,,,
Merced County,2020-06-29T00:00:00,112.0,74.0,,,
Modoc County,2020-06-29T00:00:00,,,,,
Mono County,2020-06-29T00:00:00,,,,,
Monterey County,2020-06-29T00:00:00,112.0,103.0,108.0,15.0,
Napa County ,2020-06-29T00:00:00,75.0,39.0,18.0,12.0,
Nevada County ,2020-06-29T00:00:00,70.0,,,,
Orange County,2020-06-29T00:00:00,666.0,468.0,78.0,78.0,
Placer County,2020-06-29T00:00:00,73.0,43.0,12.0,12.0,
Plumas County,2020-06-29T00:00:00,,,,,
Riverside County,2020-06-29T00:00:00,367.0,367.0,15.0,15.0,
Sacramento County,2020-06-29T00:00:00,525.0,501.0,63.0,63.0,
San Benito County,2020-06-29T00:00:00,97.0,85.0,,,
San BernardinoCounty,2020-06-29T00:00:00,50.0,37.0,20.0,,20.0
San Diego County,2020-06-29T00:00:00,1606.0,224.0,44.0,44.0,
San Francisco,2020-06-29T00:00:00,2407.0,1741.0,91.0,91.0,
San Joaquin County,2020-06-29T00:00:00,76.0,65.0,,,
San Luis Obispo County,2020-06-29T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-06-29T00:00:00,166.0,166.0,,,
Santa Barbara County,2020-06-29T00:00:00,122.0,108.0,,,
Santa Clara County,2020-06-29T00:00:00,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-06-29T00:00:00,149.0,134.0,35.0,,12.0
Shasta County,2020-06-29T00:00:00,39.0,39.0,,,
Sierra County,2020-06-29T00:00:00,,,,,
Siskiyou County,2020-06-29T00:00:00,,,,,
Solano County,2020-06-29T00:00:00,210.0,146.0,,,
Sonoma County,2020-06-29T00:00:00,167.0,132.0,,,
Stanislaus County,2020-06-29T00:00:00,134.0,94.0,,,
Sutter County,2020-06-29T00:00:00,21.0,21.0,,,
Tehama County,2020-06-29T00:00:00,,,,,
Trinity County,2020-06-29T00:00:00,,,,,
Tulare County,2020-06-29T00:00:00,113.0,67.0,,,
Tuolumne County,2020-06-29T00:00:00,50.0,34.0,,,
Ventura County,2020-06-29T00:00:00,388.0,268.0,,,
Yolo County,2020-06-29T00:00:00,207.0,99.0,,,
Yuba County,2020-06-29T00:00:00,23.0,11.0,,,
Wilton Rancheria Tribe,2020-06-29T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-06-29T00:00:00,,,,,
Alameda County,2020-06-30T00:00:00,652.0,460.0,91.0,91.0,
Alpine County,2020-06-30T00:00:00,,,,,
Amador County,2020-06-30T00:00:00,,,,,
Butte County,2020-06-30T00:00:00,129.0,129.0,,,
Calaveras County,2020-06-30T00:00:00,30.0,26.0,,,
Colusa County,2020-06-30T00:00:00,,,,,
Contra Costa County,2020-06-30T00:00:00,566.0,445.0,,,
Del Norte County,2020-06-30T00:00:00,27.0,27.0,,,
El Dorado County,2020-06-30T00:00:00,46.0,40.0,,,
Fresno County,2020-06-30T00:00:00,305.0,250.0,28.0,28.0,
Glenn County,2020-06-30T00:00:00,,,,,
Humboldt County,2020-06-30T00:00:00,74.0,55.0,15.0,,
Imperial County,2020-06-30T00:00:00,126.0,119.0,37.0,,
Inyo County,2020-06-30T00:00:00,,,,,
Kern County,2020-06-30T00:00:00,22.0,22.0,15.0,15.0,
Kings County,2020-06-30T00:00:00,43.0,43.0,,,
Lake County,2020-06-30T00:00:00,15.0,,,,
Lassen County,2020-06-30T00:00:00,,,,,
Los Angeles County,2020-06-30T00:00:00,4320.0,3478.0,651.0,651.0,
Madera County ,2020-06-30T00:00:00,17.0,17.0,,,
Marin County ,2020-06-30T00:00:00,200.0,123.0,44.0,,
Mariposa County,2020-06-30T00:00:00,44.0,,,,
Mendocino County,2020-06-30T00:00:00,166.0,129.0,,,
Merced County,2020-06-30T00:00:00,112.0,74.0,,,
Modoc County,2020-06-30T00:00:00,,,,,
Mono County,2020-06-30T00:00:00,,,,,
Monterey County,2020-06-30T00:00:00,112.0,103.0,108.0,15.0,
Napa County ,2020-06-30T00:00:00,75.0,40.0,18.0,12.0,
Nevada County ,2020-06-30T00:00:00,70.0,,,,
Orange County,2020-06-30T00:00:00,666.0,468.0,78.0,78.0,
Placer County,2020-06-30T00:00:00,73.0,43.0,12.0,12.0,
Plumas County,2020-06-30T00:00:00,,,,,
Riverside County,2020-06-30T00:00:00,367.0,367.0,15.0,15.0,
Sacramento County,2020-06-30T00:00:00,525.0,501.0,63.0,63.0,
San Benito County,2020-06-30T00:00:00,97.0,85.0,,,
San BernardinoCounty,2020-06-30T00:00:00,50.0,37.0,20.0,,20.0
San Diego County,2020-06-30T00:00:00,1606.0,224.0,44.0,44.0,
San Francisco,2020-06-30T00:00:00,2407.0,1765.0,91.0,91.0,
San Joaquin County,2020-06-30T00:00:00,76.0,65.0,,,
San Luis Obispo County,2020-06-30T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-06-30T00:00:00,167.0,167.0,,,
Santa Barbara County,2020-06-30T00:00:00,123.0,108.0,,,
Santa Clara County,2020-06-30T00:00:00,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-06-30T00:00:00,149.0,136.0,35.0,,12.0
Shasta County,2020-06-30T00:00:00,39.0,39.0,,,
Sierra County,2020-06-30T00:00:00,,,,,
Siskiyou County,2020-06-30T00:00:00,,,,,
Solano County,2020-06-30T00:00:00,210.0,145.0,,,
Sonoma County,2020-06-30T00:00:00,167.0,132.0,,,
Stanislaus County,2020-06-30T00:00:00,138.0,97.0,,,
Sutter County,2020-06-30T00:00:00,21.0,21.0,,,
Tehama County,2020-06-30T00:00:00,,,,,
Trinity County,2020-06-30T00:00:00,,,,,
Tulare County,2020-06-30T00:00:00,113.0,67.0,,,
Tuolumne County,2020-06-30T00:00:00,50.0,34.0,,,
Ventura County,2020-06-30T00:00:00,388.0,268.0,,,
Yolo County,2020-06-30T00:00:00,207.0,100.0,,,
Yuba County,2020-06-30T00:00:00,23.0,11.0,,,
Wilton Rancheria Tribe,2020-06-30T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-06-30T00:00:00,,,,,
Alameda County,2020-07-01T00:00:00,652.0,484.0,91.0,91.0,
Alpine County,2020-07-01T00:00:00,,,,,
Amador County,2020-07-01T00:00:00,,,,,
Butte County,2020-07-01T00:00:00,129.0,129.0,,,
Calaveras County,2020-07-01T00:00:00,30.0,26.0,,,
Colusa County,2020-07-01T00:00:00,,,,,
Contra Costa County,2020-07-01T00:00:00,566.0,443.0,,,
Del Norte County,2020-07-01T00:00:00,28.0,28.0,,,
El Dorado County,2020-07-01T00:00:00,46.0,40.0,,,
Fresno County,2020-07-01T00:00:00,305.0,250.0,28.0,28.0,
Glenn County,2020-07-01T00:00:00,,,,,
Humboldt County,2020-07-01T00:00:00,74.0,55.0,15.0,,
Imperial County,2020-07-01T00:00:00,126.0,123.0,37.0,,
Inyo County,2020-07-01T00:00:00,,,,,
Kern County,2020-07-01T00:00:00,22.0,22.0,15.0,15.0,
Kings County,2020-07-01T00:00:00,43.0,43.0,,,
Lake County,2020-07-01T00:00:00,,,,,
Lassen County,2020-07-01T00:00:00,,,,,
Los Angeles County,2020-07-01T00:00:00,4320.0,3472.0,651.0,651.0,
Madera County ,2020-07-01T00:00:00,17.0,17.0,,,
Marin County ,2020-07-01T00:00:00,197.0,118.0,44.0,,
Mariposa County,2020-07-01T00:00:00,44.0,,,,
Mendocino County,2020-07-01T00:00:00,166.0,129.0,,,
Merced County,2020-07-01T00:00:00,112.0,74.0,,,
Modoc County,2020-07-01T00:00:00,,,,,
Mono County,2020-07-01T00:00:00,,,,,
Monterey County,2020-07-01T00:00:00,111.0,105.0,108.0,15.0,
Napa County ,2020-07-01T00:00:00,75.0,40.0,18.0,12.0,
Nevada County ,2020-07-01T00:00:00,70.0,,,,
Orange County,2020-07-01T00:00:00,666.0,534.0,78.0,78.0,
Placer County,2020-07-01T00:00:00,73.0,45.0,12.0,12.0,
Plumas County,2020-07-01T00:00:00,,,,,
Riverside County,2020-07-01T00:00:00,364.0,364.0,15.0,15.0,
Sacramento County,2020-07-01T00:00:00,525.0,501.0,63.0,63.0,
San Benito County,2020-07-01T00:00:00,97.0,85.0,,,
San BernardinoCounty,2020-07-01T00:00:00,50.0,37.0,20.0,,20.0
San Diego County,2020-07-01T00:00:00,1606.0,224.0,44.0,44.0,
San Francisco,2020-07-01T00:00:00,2407.0,1765.0,91.0,91.0,
San Joaquin County,2020-07-01T00:00:00,73.0,66.0,,,
San Luis Obispo County,2020-07-01T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-07-01T00:00:00,167.0,167.0,,,
Santa Barbara County,2020-07-01T00:00:00,123.0,108.0,,,
Santa Clara County,2020-07-01T00:00:00,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-07-01T00:00:00,149.0,136.0,35.0,,12.0
Shasta County,2020-07-01T00:00:00,39.0,39.0,,,
Sierra County,2020-07-01T00:00:00,,,,,
Siskiyou County,2020-07-01T00:00:00,,,,,
Solano County,2020-07-01T00:00:00,210.0,145.0,,,
Sonoma County,2020-07-01T00:00:00,167.0,132.0,,,
Stanislaus County,2020-07-01T00:00:00,138.0,97.0,,,
Sutter County,2020-07-01T00:00:00,21.0,21.0,,,
Tehama County,2020-07-01T00:00:00,,,,,
Trinity County,2020-07-01T00:00:00,,,,,
Tulare County,2020-07-01T00:00:00,113.0,67.0,,,
Tuolumne County,2020-07-01T00:00:00,50.0,34.0,,,
Ventura County,2020-07-01T00:00:00,388.0,143.0,,,
Yolo County,2020-07-01T00:00:00,207.0,100.0,,,
Yuba County,2020-07-01T00:00:00,12.0,,,,
Wilton Rancheria Tribe,2020-07-01T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-07-01T00:00:00,,,,,
Alameda County,2020-07-02T00:00:00,652.0,485.0,91.0,91.0,
Alpine County,2020-07-02T00:00:00,,,,,
Amador County,2020-07-02T00:00:00,,,,,
Butte County,2020-07-02T00:00:00,129.0,129.0,,,
Calaveras County,2020-07-02T00:00:00,30.0,26.0,,,
Colusa County,2020-07-02T00:00:00,,,,,
Contra Costa County,2020-07-02T00:00:00,566.0,448.0,,,
Del Norte County,2020-07-02T00:00:00,28.0,28.0,,,
El Dorado County,2020-07-02T00:00:00,46.0,40.0,,,
Fresno County,2020-07-02T00:00:00,305.0,250.0,28.0,28.0,
Glenn County,2020-07-02T00:00:00,,,,,
Humboldt County,2020-07-02T00:00:00,74.0,55.0,15.0,,
Imperial County,2020-07-02T00:00:00,126.0,122.0,37.0,,
Inyo County,2020-07-02T00:00:00,,,,,
Kern County,2020-07-02T00:00:00,21.0,21.0,15.0,15.0,
Kings County,2020-07-02T00:00:00,43.0,42.0,,,
Lake County,2020-07-02T00:00:00,,,,,
Lassen County,2020-07-02T00:00:00,,,,,
Los Angeles County,2020-07-02T00:00:00,4320.0,3489.0,651.0,651.0,
Madera County ,2020-07-02T00:00:00,17.0,17.0,,,
Marin County ,2020-07-02T00:00:00,197.0,118.0,44.0,,
Mariposa County,2020-07-02T00:00:00,44.0,,,,
Mendocino County,2020-07-02T00:00:00,86.0,49.0,,,
Merced County,2020-07-02T00:00:00,112.0,74.0,,,
Modoc County,2020-07-02T00:00:00,,,,,
Mono County,2020-07-02T00:00:00,,,,,
Monterey County,2020-07-02T00:00:00,112.0,104.0,108.0,15.0,
Napa County ,2020-07-02T00:00:00,75.0,41.0,18.0,12.0,
Nevada County ,2020-07-02T00:00:00,70.0,,,,
Orange County,2020-07-02T00:00:00,666.0,520.0,78.0,78.0,
Placer County,2020-07-02T00:00:00,73.0,45.0,12.0,12.0,
Plumas County,2020-07-02T00:00:00,,,,,
Riverside County,2020-07-02T00:00:00,357.0,357.0,15.0,15.0,
Sacramento County,2020-07-02T00:00:00,525.0,497.0,63.0,63.0,
San Benito County,2020-07-02T00:00:00,97.0,87.0,,,
San BernardinoCounty,2020-07-02T00:00:00,50.0,37.0,20.0,,20.0
San Diego County,2020-07-02T00:00:00,1606.0,227.0,44.0,44.0,
San Francisco,2020-07-02T00:00:00,2407.0,1807.0,91.0,91.0,
San Joaquin County,2020-07-02T00:00:00,73.0,66.0,,,
San Luis Obispo County,2020-07-02T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-07-02T00:00:00,166.0,166.0,,,
Santa Barbara County,2020-07-02T00:00:00,125.0,110.0,,,
Santa Clara County,2020-07-02T00:00:00,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-07-02T00:00:00,149.0,136.0,35.0,,12.0
Shasta County,2020-07-02T00:00:00,39.0,39.0,,,
Sierra County,2020-07-02T00:00:00,,,,,
Siskiyou County,2020-07-02T00:00:00,,,,,
Solano County,2020-07-02T00:00:00,200.0,135.0,,,
Sonoma County,2020-07-02T00:00:00,167.0,132.0,,,
Stanislaus County,2020-07-02T00:00:00,138.0,98.0,,,
Sutter County,2020-07-02T00:00:00,21.0,21.0,,,
Tehama County,2020-07-02T00:00:00,,,,,
Trinity County,2020-07-02T00:00:00,,,,,
Tulare County,2020-07-02T00:00:00,113.0,65.0,,,
Tuolumne County,2020-07-02T00:00:00,50.0,34.0,,,
Ventura County,2020-07-02T00:00:00,388.0,114.0,,,
Yolo County,2020-07-02T00:00:00,207.0,99.0,,,
Yuba County,2020-07-02T00:00:00,12.0,,,,
Wilton Rancheria Tribe,2020-07-02T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-07-02T00:00:00,,,,,
Alameda County,2020-07-03T00:00:00,652.0,483.0,91.0,91.0,
Alpine County,2020-07-03T00:00:00,,,,,
Amador County,2020-07-03T00:00:00,,,,,
Butte County,2020-07-03T00:00:00,129.0,129.0,,,
Calaveras County,2020-07-03T00:00:00,30.0,26.0,,,
Colusa County,2020-07-03T00:00:00,,,,,
Contra Costa County,2020-07-03T00:00:00,566.0,446.0,,,
Del Norte County,2020-07-03T00:00:00,28.0,28.0,,,
El Dorado County,2020-07-03T00:00:00,46.0,39.0,,,
Fresno County,2020-07-03T00:00:00,305.0,250.0,28.0,28.0,
Glenn County,2020-07-03T00:00:00,,,,,
Humboldt County,2020-07-03T00:00:00,74.0,55.0,15.0,,
Imperial County,2020-07-03T00:00:00,126.0,122.0,37.0,,
Inyo County,2020-07-03T00:00:00,,,,,
Kern County,2020-07-03T00:00:00,23.0,23.0,15.0,15.0,
Kings County,2020-07-03T00:00:00,43.0,42.0,,,
Lake County,2020-07-03T00:00:00,,,,,
Lassen County,2020-07-03T00:00:00,,,,,
Los Angeles County,2020-07-03T00:00:00,4320.0,3460.0,651.0,651.0,
Madera County ,2020-07-03T00:00:00,17.0,17.0,,,
Marin County ,2020-07-03T00:00:00,197.0,118.0,44.0,,
Mariposa County,2020-07-03T00:00:00,44.0,,,,
Mendocino County,2020-07-03T00:00:00,86.0,49.0,,,
Merced County,2020-07-03T00:00:00,112.0,74.0,,,
Modoc County,2020-07-03T00:00:00,,,,,
Mono County,2020-07-03T00:00:00,,,,,
Monterey County,2020-07-03T00:00:00,112.0,104.0,108.0,15.0,
Napa County ,2020-07-03T00:00:00,75.0,41.0,18.0,12.0,
Nevada County ,2020-07-03T00:00:00,70.0,,,,
Orange County,2020-07-03T00:00:00,666.0,534.0,78.0,78.0,
Placer County,2020-07-03T00:00:00,74.0,46.0,12.0,12.0,
Plumas County,2020-07-03T00:00:00,,,,,
Riverside County,2020-07-03T00:00:00,355.0,355.0,15.0,15.0,
Sacramento County,2020-07-03T00:00:00,525.0,495.0,63.0,63.0,
San Benito County,2020-07-03T00:00:00,97.0,85.0,,,
San BernardinoCounty,2020-07-03T00:00:00,50.0,37.0,20.0,,20.0
San Diego County,2020-07-03T00:00:00,1606.0,227.0,44.0,44.0,
San Francisco,2020-07-03T00:00:00,2407.0,1860.0,91.0,91.0,
San Joaquin County,2020-07-03T00:00:00,73.0,66.0,,,
San Luis Obispo County,2020-07-03T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-07-03T00:00:00,165.0,165.0,,,
Santa Barbara County,2020-07-03T00:00:00,126.0,110.0,,,
Santa Clara County,2020-07-03T00:00:00,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-07-03T00:00:00,149.0,138.0,35.0,,12.0
Shasta County,2020-07-03T00:00:00,39.0,39.0,,,
Sierra County,2020-07-03T00:00:00,,,,,
Siskiyou County,2020-07-03T00:00:00,,,,,
Solano County,2020-07-03T00:00:00,200.0,136.0,,,
Sonoma County,2020-07-03T00:00:00,170.0,139.0,,,
Stanislaus County,2020-07-03T00:00:00,137.0,97.0,,,
Sutter County,2020-07-03T00:00:00,21.0,21.0,,,
Tehama County,2020-07-03T00:00:00,,,,,
Trinity County,2020-07-03T00:00:00,,,,,
Tulare County,2020-07-03T00:00:00,113.0,64.0,,,
Tuolumne County,2020-07-03T00:00:00,50.0,34.0,,,
Ventura County,2020-07-03T00:00:00,388.0,114.0,,,
Yolo County,2020-07-03T00:00:00,207.0,97.0,,,
Yuba County,2020-07-03T00:00:00,12.0,,,,
Wilton Rancheria Tribe,2020-07-03T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-07-03T00:00:00,,,,,
Alameda County,2020-07-06T00:00:00,652.0,483.0,91.0,91.0,
Alpine County,2020-07-06T00:00:00,,,,,
Amador County,2020-07-06T00:00:00,,,,,
Butte County,2020-07-06T00:00:00,129.0,129.0,,,
Calaveras County,2020-07-06T00:00:00,30.0,26.0,,,
Colusa County,2020-07-06T00:00:00,,,,,
Contra Costa County,2020-07-06T00:00:00,566.0,444.0,,,
Del Norte County,2020-07-06T00:00:00,28.0,28.0,,,
El Dorado County,2020-07-06T00:00:00,46.0,39.0,,,
Fresno County,2020-07-06T00:00:00,305.0,250.0,28.0,28.0,
Glenn County,2020-07-06T00:00:00,,,,,
Humboldt County,2020-07-06T00:00:00,74.0,55.0,15.0,,
Imperial County,2020-07-06T00:00:00,126.0,122.0,37.0,,
Inyo County,2020-07-06T00:00:00,,,,,
Kern County,2020-07-06T00:00:00,23.0,23.0,15.0,15.0,
Kings County,2020-07-06T00:00:00,43.0,42.0,,,
Lake County,2020-07-06T00:00:00,,,,,
Lassen County,2020-07-06T00:00:00,,,,,
Los Angeles County,2020-07-06T00:00:00,4320.0,3471.0,651.0,651.0,
Madera County ,2020-07-06T00:00:00,17.0,17.0,,,
Marin County ,2020-07-06T00:00:00,197.0,118.0,44.0,,
Mariposa County,2020-07-06T00:00:00,44.0,,,,
Mendocino County,2020-07-06T00:00:00,91.0,54.0,,,
Merced County,2020-07-06T00:00:00,112.0,74.0,,,
Modoc County,2020-07-06T00:00:00,,,,,
Mono County,2020-07-06T00:00:00,,,,,
Monterey County,2020-07-06T00:00:00,107.0,102.0,108.0,15.0,
Napa County ,2020-07-06T00:00:00,95.0,69.0,18.0,12.0,
Nevada County ,2020-07-06T00:00:00,70.0,,,,
Orange County,2020-07-06T00:00:00,666.0,518.0,78.0,78.0,
Placer County,2020-07-06T00:00:00,74.0,46.0,12.0,12.0,
Plumas County,2020-07-06T00:00:00,,,,,
Riverside County,2020-07-06T00:00:00,355.0,355.0,15.0,15.0,
Sacramento County,2020-07-06T00:00:00,525.0,492.0,63.0,63.0,
San Benito County,2020-07-06T00:00:00,97.0,85.0,,,
San BernardinoCounty,2020-07-06T00:00:00,50.0,37.0,20.0,,20.0
San Diego County,2020-07-06T00:00:00,1606.0,232.0,44.0,44.0,
San Francisco,2020-07-06T00:00:00,2407.0,1860.0,91.0,91.0,
San Joaquin County,2020-07-06T00:00:00,73.0,66.0,,,
San Luis Obispo County,2020-07-06T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-07-06T00:00:00,165.0,165.0,,,
Santa Barbara County,2020-07-06T00:00:00,126.0,110.0,,,
Santa Clara County,2020-07-06T00:00:00,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-07-06T00:00:00,149.0,133.0,35.0,,12.0
Shasta County,2020-07-06T00:00:00,39.0,39.0,,,
Sierra County,2020-07-06T00:00:00,,,,,
Siskiyou County,2020-07-06T00:00:00,,,,,
Solano County,2020-07-06T00:00:00,200.0,136.0,,,
Sonoma County,2020-07-06T00:00:00,170.0,139.0,,,
Stanislaus County,2020-07-06T00:00:00,137.0,114.0,,,
Sutter County,2020-07-06T00:00:00,21.0,21.0,,,
Tehama County,2020-07-06T00:00:00,,,,,
Trinity County,2020-07-06T00:00:00,,,,,
Tulare County,2020-07-06T00:00:00,113.0,64.0,,,
